resultsId,seasonId,raceId,pos,number,teamId,driverId,laps,time,gap,interval,kp/h,best,lap,POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,is_dnf,best_lap_seconds
628,3,33,8,33,45,63,37,54:38.6,26.038,1.183,111.519,01:25.8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.8
629,3,33,9,7,20,17,37,54:40.9,28.282,2.244,111.443,01:25.9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.9
630,3,33,10,4,47,19,37,54:41.2,28.591,0.309,111.433,01:26.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,86.1
631,3,33,11,9,40,10,37,54:47.8,35.17,6.579,111.21,01:24.9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.9
632,3,33,12,20,39,24,37,54:49.2,36.548,1.378,111.163,01:25.1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.1
633,3,33,13,27,5,29,37,54:49.4,36.826,0.278,111.154,01:25.6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.6
634,3,33,14,47,39,12,37,54:49.6,36.972,0.146,111.149,01:25.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.8
635,3,33,15,28,5,25,37,54:52.3,39.72,2.748,111.056,01:25.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.9
636,3,33,16,3,32,58,37,54:59.4,46.751,7.031,110.819,01:25.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85
637,3,33,17,88,32,72,37,55:01.7,49.116,2.365,110.74,01:25.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.9
638,3,33,18,5,47,22,37,55:46.1, 1:33.530,44.414,109.27,01:26.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,86
639,3,33,19,6,20,21,34,50:26.8,3 Laps,3 Laps,111.002,01:25.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.9
640,3,33,,8,40,59,32,52:36.3,,,100.186,01:23.4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.4
641,4,34,1,2,16,7,43,17:10.5,,,62.18,01:04.6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.6
642,4,34,2,25,45,76,43,17:22.1,11.575,11.575,62.025,01:04.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
643,4,34,3,23,25,37,43,17:23.0,12.465,0.89,62.014,01:04.8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
644,4,34,4,3,39,58,43,17:25.8,15.324,2.859,61.975,01:05.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65
645,4,34,5,66,7,1,43,17:27.7,17.205,1.881,61.95,01:04.3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.3
646,4,34,6,28,5,25,43,17:28.6,18.083,0.878,61.939,01:04.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
647,4,34,7,4,47,52,43,17:30.3,19.797,1.714,61.916,01:04.7,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.7
648,4,34,8,36,16,47,43,17:31.4,20.904,1.107,61.901,01:04.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
649,4,34,9,8,40,59,43,17:35.3,24.785,3.881,61.849,01:04.6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.6
650,4,34,10,68,36,27,43,17:36.0,25.5,0.715,61.84,01:04.6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.6
651,4,34,11,9,40,10,43,17:36.7,26.202,0.702,61.831,01:04.8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
652,4,34,12,20,39,24,43,17:45.4,34.871,8.669,61.716,01:04.8,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
653,4,34,13,5,47,22,43,17:46.2,35.752,0.881,61.704,01:05.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.1
654,4,34,14,19,25,61,43,17:51.7,41.174,5.422,61.632,01:04.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.3
655,4,34,15,27,5,40,43,17:58.9,48.422,7.248,61.537,01:04.8,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
656,4,34,16,16,36,72,42,17:20.2,1 Lap,1 Lap,60.607,01:05.4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.4
657,4,34,17,1,7,33,42,17:38.5,1 Lap,18.24,60.37,01:05.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.1
658,4,34,18,6,12,39,42,18:06.9,1 Lap,28.412,60.004,01:06.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,66.4
659,4,34,,18,45,46,43,18:31.6,,,61.11,01:05.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65
660,4,34,,7,12,17,34,17:39.0,,,48.865,01:04.3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.3
661,4,35,1,19,25,61,45,50:05.1,,,100.27,01:04.3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.3
662,4,35,2,4,47,52,45,50:12.1,7.031,7.031,100.036,01:04.3,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.3
663,4,35,3,20,39,24,45,50:15.7,10.619,3.588,99.917,01:04.9,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.9
664,4,35,4,25,45,76,45,50:17.7,12.593,1.974,99.851,01:04.6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.6
665,4,35,5,2,16,7,45,50:18.0,12.879,0.286,99.842,01:04.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
666,4,35,6,16,32,72,45,50:19.3,14.199,1.32,99.798,01:04.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.7
667,4,35,7,5,47,22,45,50:20.8,15.676,1.477,99.749,01:04.9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.9
668,4,35,8,8,40,59,45,50:24.0,18.905,3.229,99.643,01:04.9,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.9
669,4,35,9,36,16,47,45,50:24.1,19.025,0.12,99.639,01:04.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.5
670,4,35,10,9,44,10,45,50:27.2,22.139,3.114,99.536,01:04.8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
671,4,35,11,28,5,25,45,50:28.4,23.359,1.22,99.496,01:04.3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.3
672,4,35,12,3,39,58,45,50:33.0,27.904,4.545,99.347,01:04.1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.1
673,4,35,13,18,45,46,45,50:33.7,28.591,0.687,99.325,01:04.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.7
674,4,35,14,1,6,33,45,50:44.2,39.137,10.546,98.98,01:03.9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.9
675,4,35,15,7,12,17,45,51:00.3,55.189,16.052,98.461,01:05.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.3
676,4,35,16,23,25,37,44,50:01.2,1 Lap,1 Lap,98.167,01:04.2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.2
677,4,35,17,27,4,40,44,50:06.5,1 Lap,5.272,97.995,01:04.1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.1
678,4,35,18,6,12,39,44,50:10.6,1 Lap,4.045,97.863,01:05.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.7
679,4,35,,66,2,1,45,49:59.8,,,100.446,01:04.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.5
680,4,35,,68,32,27,36,46:07.4,,,87.106,01:04.4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,64.4
681,4,36,1,19,25,61,33,48:04.8,,,122.351,01:23.4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.4
682,4,36,2,9,40,10,33,48:05.7,0.945,0.945,122.311,01:23.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.5
683,4,36,3,2,16,7,33,48:10.5,5.762,4.817,122.108,01:23.6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.6
684,4,36,4,3,39,58,33,48:11.3,6.554,0.792,122.074,01:22.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.8
685,4,36,5,25,45,76,33,48:17.0,12.238,5.684,121.835,01:23.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.2
686,4,36,6,6,12,45,33,48:21.2,16.491,4.253,121.656,01:23.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.6
687,4,36,7,23,25,37,33,48:33.1,28.381,11.89,121.159,01:23.7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.7
688,4,36,8,27,5,8,33,48:37.1,32.38,3.999,120.993,01:23.8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.8
689,4,36,9,36,16,47,33,48:38.3,33.52,1.14,120.946,01:23.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.9
690,4,36,10,66,7,1,33,48:45.7,40.951,7.431,120.639,01:22.9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.9
691,4,36,11,20,39,24,33,48:51.0,46.278,5.327,120.42,01:23.3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.3
692,4,36,12,5,47,22,33,48:51.7,46.915,0.637,120.393,01:23.6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.6
693,4,36,13,8,40,59,33,48:57.8,53.099,6.184,120.14,01:23.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.5
694,4,36,14,28,4,25,33,49:05.9, 1:1.116,8.017,119.813,01:23.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83
695,4,36,15,7,12,17,33,49:18.6, 1:13.805,12.689,119.299,01:23.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83
696,4,36,16,68,36,27,32,48:22.4,1 Lap,1 Lap,117.923,01:23.8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.8
697,4,36,17,4,47,52,30,44:17.1,3 Laps,2 Laps,120.76,01:23.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.1
698,4,36,,16,36,72,17,25:08.7,,,120.514,01:24.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,84.2
699,4,36,,18,45,46,14,20:06.4,,,124.115,01:24.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,84.5
700,4,36,,1,7,33,7,11:49.9,,,105.459,01:24.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,84.2
701,4,37,1,25,45,76,37,01:24.5,,,89.293,01:20.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.9
702,4,37,2,18,45,46,37,01:25.7,1.154,1.154,89.265,01:20.6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.6
703,4,37,3,9,40,10,37,01:26.5,1.959,0.805,89.246,01:20.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.5
704,4,37,4,19,25,61,37,01:27.3,2.793,0.834,89.226,01:20.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.4
705,4,37,5,2,16,7,37,01:29.0,4.49,1.697,89.185,01:20.2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.2
706,4,37,6,3,39,58,37,01:30.9,6.364,1.874,89.139,01:20.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.4
707,4,37,7,20,39,24,37,01:31.6,7.099,0.735,89.122,01:20.6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.6
708,4,37,8,7,12,17,37,01:37.8,13.308,6.209,88.972,01:20.9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.9
709,4,37,9,28,4,25,37,01:39.3,14.811,1.503,88.936,01:20.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.4
710,4,37,10,8,40,59,37,01:45.6,21.092,6.281,88.785,01:21.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,81.2
711,4,37,11,27,4,8,37,01:57.4,32.924,11.832,88.502,01:21.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,81.5
712,4,37,12,68,36,27,37,02:08.6,44.127,11.203,88.236,01:21.2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,81.2
713,4,37,13,4,47,52,37,02:13.9,49.398,5.271,88.112,01:20.7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.7
714,4,37,14,16,36,72,37,02:36.8, 1:12.282,22.884,87.575,01:20.7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.7
715,4,37,,36,16,47,26,46:35.0,,,82.716,01:21.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,81
716,4,37,,23,25,37,23,42:46.7,,,79.681,01:22.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,82.8
717,4,37,,1,7,33,21,40:20.8,,,77.137,01:21.1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,81.1
718,4,37,,66,7,1,11,26:39.5,,,61.152,01:23.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,83.5
719,4,37,,6,12,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
720,4,37,,5,47,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
721,4,38,1,66,7,1,47,50:45.2,,,116.294,01:03.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.2
722,4,38,2,16,36,72,47,50:51.6,6.398,6.398,116.05,01:03.1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.1
723,4,38,3,9,40,10,47,50:51.8,6.615,0.217,116.042,01:03.1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.1
724,4,38,4,3,39,58,47,50:52.2,7.015,0.4,116.027,01:02.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,62.7
725,4,38,5,25,45,76,47,50:52.7,7.546,0.531,116.006,01:03.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.3
726,4,38,6,20,39,24,47,50:54.2,9.05,1.504,115.949,01:02.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,62.9
727,4,38,7,28,4,25,47,51:02.3,17.157,8.107,115.642,01:03.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63
728,4,38,8,4,47,52,47,51:11.7,26.511,9.354,115.29,01:03.3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.3
729,4,38,9,1,7,33,47,51:14.4,29.208,2.697,115.189,01:02.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,62.2
730,4,38,10,36,16,47,47,51:14.7,29.515,0.307,115.178,01:03.8,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.8
731,4,38,11,7,12,17,47,51:15.6,30.418,0.903,115.144,01:03.1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.1
732,4,38,12,6,12,45,47,51:17.0,31.859,1.441,115.09,01:03.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.2
733,4,38,13,18,45,46,47,51:21.4,36.206,4.347,114.927,01:03.2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.2
734,4,38,14,68,36,27,47,51:23.5,38.336,2.13,114.848,01:03.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.3
735,4,38,15,27,4,8,47,51:23.8,38.592,0.256,114.839,01:03.3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.3
736,4,38,16,5,47,22,47,51:29.9,44.689,6.097,114.612,01:03.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63
737,4,38,17,2,16,7,47,51:30.1,44.982,0.293,114.601,01:03.9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.9
738,4,38,,8,40,59,36,39:39.7,,,113.987,01:03.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,63
739,4,38,,19,25,61,34,39:05.0,,,109.244,01:03.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,63.5
740,4,38,,23,25,37,27,31:24.7,,,107.945,01:04.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,64
741,4,39,1,25,45,76,37,50:43.8,,,121.874,01:17.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.3
742,4,39,2,1,7,33,37,50:44.3,0.447,0.447,121.856,01:17.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.3
743,4,39,3,2,16,7,37,50:46.4,2.611,2.164,121.769,01:17.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.2
744,4,39,4,20,39,24,37,50:47.9,4.075,1.464,121.711,01:17.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77
745,4,39,5,19,25,61,37,50:48.0,4.224,0.149,121.705,01:17.1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.1
746,4,39,6,36,16,47,37,50:51.5,7.672,3.448,121.567,01:17.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.3
747,4,39,7,16,36,72,37,50:55.6,11.818,4.146,121.402,01:17.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.7
748,4,39,8,6,12,45,37,50:56.4,12.612,0.794,121.371,01:16.8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,76.8
749,4,39,9,7,12,17,37,51:06.1,22.242,9.63,120.99,01:17.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77
750,4,39,10,5,47,22,37,51:10.1,26.293,4.051,120.83,01:17.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.5
751,4,39,11,28,4,25,37,51:11.1,27.335,1.042,120.789,01:17.6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.6
752,4,39,12,18,45,46,37,51:22.5,38.731,11.396,120.342,01:17.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.7
753,4,39,13,68,36,27,37,51:23.7,39.926,1.195,120.296,01:17.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.4
754,4,39,14,66,7,1,37,51:26.9,43.139,3.213,120.171,01:17.4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.4
755,4,39,15,8,40,59,37,51:31.0,47.194,4.055,120.013,01:17.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.2
756,4,39,16,27,4,8,37,51:43.1,59.299,12.105,119.545,01:17.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.5
757,4,39,17,4,47,52,36,50:54.0,1 Lap,1 Lap,118.183,01:18.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.4
758,4,39,,9,40,10,29,41:16.8,,,117.39,01:17.8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,77.8
759,4,39,,3,39,58,25,37:35.5,,,111.13,01:18.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,78.2
760,4,39,,23,25,37,1,01:33.4,,,107.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
761,4,40,1,2,16,7,33,58:20.7,,,98.035,01:39.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99
762,4,40,2,1,7,33,33,58:21.6,0.97,0.97,98.008,01:38.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,98.5
763,4,40,3,18,45,46,33,58:30.2,9.518,8.548,97.769,01:38.9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,98.9
764,4,40,4,66,7,1,33,58:30.8,10.167,0.649,97.751,01:37.9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,97.9
765,4,40,5,25,45,76,33,58:38.1,17.444,7.277,97.549,01:40.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100
766,4,40,6,9,40,10,33,58:40.5,19.835,2.391,97.482,01:39.6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99.6
767,4,40,7,7,12,17,33,58:45.0,24.379,4.544,97.357,01:38.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,98.5
768,4,40,8,5,47,22,33,58:47.0,26.35,1.971,97.302,01:39.6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99.6
769,4,40,9,20,39,24,33,58:58.4,37.709,11.359,96.99,01:38.7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,98.7
770,4,40,10,4,47,52,33,59:01.4,40.739,3.03,96.907,01:39.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99.3
771,4,40,11,28,4,25,33,59:03.3,42.68,1.941,96.854,01:40.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100
772,4,40,12,16,36,72,33,59:09.5,48.833,6.153,96.686,01:39.3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99.3
773,4,40,13,68,36,27,33,59:10.0,49.331,0.498,96.673,01:39.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99.3
774,4,40,14,8,40,59,33,59:34.5, 1:13.880,24.549,96.009,01:39.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99.5
775,4,40,15,27,4,8,33,59:52.5, 1:31.832,17.952,95.529,01:40.2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100.2
776,4,40,16,23,25,37,33,00:05.4, 1:44.774,12.942,95.186,01:40.4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100.4
777,4,40,17,6,12,45,29,52:15.0,4 Laps,4 Laps,96.332,01:39.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,99
778,4,40,,19,25,61,22,39:41.5,,,96.548,01:39.9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,99.9
779,4,40,,3,39,58,18,36:44.7,,,85.61,01:40.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,100.1
780,4,40,,36,16,47,15,26:51.5,,,97.955,01:40.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,100.5
781,4,41,1,25,45,76,49,54:49.1,,,104.658,01:03.1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,63.1
782,4,41,2,1,7,33,49,54:54.0,4.882,4.882,104.503,01:02.4,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,62.4
